time_ms,roll_cdeg,pitch_cdeg,yaw_cdeg,alt_mm,top_pwm,bottom_pwm,roll_pwm,pitch_pwm,motors_enabled,uart_rx_errors,uart_rx_overflows,uart_bad_lines,telemetry_overrun,stop_reason
583820,-112,12,6,352,1050,1050,1225,1125,1,0,0,0,0,4
583840,-112,12,6,352,1050,1050,1225,1125,1,0,0,0,0,4
583860,-112,12,12,352,1050,1050,1225,1125,1,0,0,0,0,4
583880,-112,12,12,352,1050,1050,1225,1125,1,0,0,0,0,4
583900,-112,12,12,352,1050,1050,1225,1125,1,0,0,0,0,4
583920,-112,12,12,352,1050,1050,1225,1125,1,0,0,0,0,4
583940,-112,12,12,352,1050,1050,1225,1125,1,0,0,0,0,4
583960,-112,12,18,352,1050,1050,1225,1125,1,0,0,0,0,4
583980,-106,12,31,352,1050,1050,1125,1125,1,0,0,0,0,4
584000,-106,12,31,352,1050,1050,1125,1125,1,0,0,0,0,4
584020,-106,12,25,352,1050,1050,1125,1125,1,0,0,0,0,4
584040,-100,18,18,352,1050,1050,1125,1125,1,0,0,0,0,4
584060,-100,18,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584080,-100,18,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584100,-100,25,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584120,-100,25,12,352,1050,1050,1125,1125,1,0,0,0,0,4
584140,-100,25,12,352,1050,1050,1125,1125,1,0,0,0,0,4
584160,-100,31,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584180,-100,31,0,352,1050,1050,1125,1125,1,0,0,0,0,4
584200,-100,31,-6,352,1050,1050,1125,1125,1,0,0,0,0,4
584220,-106,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584240,-106,31,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584260,-112,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584280,-125,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584300,-131,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584320,-137,31,-6,352,1050,1050,1125,1125,1,0,0,0,0,4
584340,-143,31,-6,352,1050,1050,1125,1125,1,0,0,0,0,4
584360,-150,31,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584380,-156,31,12,352,1050,1050,1125,1125,1,0,0,0,0,4
584400,-162,31,12,352,1050,1050,1125,1125,1,0,0,0,0,4
584420,-162,37,12,352,1050,1050,1125,1125,1,0,0,0,0,4
584440,-168,37,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584460,-175,37,0,352,1050,1050,1125,1125,1,0,0,0,0,4
584480,-175,37,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584500,-175,37,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584520,-181,43,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584540,-181,43,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584560,-181,50,-6,352,1050,1050,1125,1125,1,0,0,0,0,4
584580,-181,43,0,352,1050,1050,1125,1125,1,0,0,0,0,4
584600,-187,43,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584620,-187,43,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584640,-187,43,6,352,1050,1050,1125,1125,1,0,0,0,0,4
584660,-187,43,0,352,1050,1050,1125,1125,1,0,0,0,0,4
584680,-187,43,-6,352,1050,1050,1125,1125,1,0,0,0,0,4
584700,-187,37,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584720,-193,37,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584740,-193,37,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584760,-200,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584780,-206,31,-12,352,1050,1050,1125,1125,1,0,0,0,0,4
584800,-206,25,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584820,-212,25,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584840,-225,18,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584860,-231,12,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584880,-243,6,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584900,-250,0,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
584920,-262,0,-25,352,1050,1050,1125,1125,1,0,0,0,0,4
584940,-275,-6,-31,352,1050,1050,1125,1125,1,0,0,0,0,4
584960,-281,-12,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
584980,-287,-18,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585000,-300,-25,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585020,-306,-31,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585040,-306,-31,-43,352,1050,1050,1125,1125,1,0,0,0,0,4
585060,-312,-43,-43,352,1050,1050,1125,1125,1,0,0,0,0,4
585080,-318,-43,-50,352,1050,1050,1125,1125,1,0,0,0,0,4
585100,-318,-50,-62,352,1050,1050,1125,1125,1,0,0,0,0,4
585120,-318,-56,-62,352,1050,1050,1125,1125,1,0,0,0,0,4
585140,-318,-62,-56,352,1050,1050,1125,1125,1,0,0,0,0,4
585160,-318,-62,-50,352,1050,1050,1125,1125,1,0,0,0,0,4
585180,-312,-68,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585200,-312,-75,-31,352,1050,1050,1125,1125,1,0,0,0,0,4
585220,-306,-75,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585240,-293,-75,-43,352,1050,1050,1125,1125,1,0,0,0,0,4
585260,-287,-75,-50,352,1050,1050,1125,1125,1,0,0,0,0,4
585280,-281,-75,-56,352,1050,1050,1125,1125,1,0,0,0,0,4
585300,-275,-75,-56,352,1050,1050,1125,1125,1,0,0,0,0,4
585320,-262,-68,-56,352,1050,1050,1125,1125,1,0,0,0,0,4
585340,-256,-68,-50,352,1050,1050,1125,1125,1,0,0,0,0,4
585360,-243,-62,-37,352,1050,1050,1125,1125,1,0,0,0,0,4
585400,-231,-56,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
585420,-218,-50,-18,352,1050,1050,1125,1125,1,0,0,0,0,4
585440,-212,-37,-25,352,1050,1050,1125,1125,1,0,0,0,0,4
585460,-200,-31,-31,352,1050,1050,1125,1125,1,0,0,0,0,4
585480,-193,-25,-31,352,1050,1050,1125,1125,1,0,0,0,0,4
585500,-187,-18,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
585520,-175,-12,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
585540,-168,-6,-12,352,1050,1050,1225,1125,1,0,0,0,0,4
585560,-168,6,-6,352,1050,1050,1225,1125,1,0,0,0,0,4
585580,-162,12,-6,352,1050,1050,1225,1125,1,0,0,0,0,4
585600,-162,18,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
585620,-162,18,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
585640,-162,25,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
585660,-162,31,-12,352,1050,1050,1225,1125,1,0,0,0,0,4
585680,-168,37,0,352,1050,1050,1225,1125,1,0,0,0,0,4
585700,-175,43,6,352,1050,1050,1225,1125,1,0,0,0,0,4
585720,-187,50,12,352,1050,1050,1225,1125,1,0,0,0,0,4
585740,-193,50,6,352,1050,1050,1225,1125,1,0,0,0,0,4
585760,-200,56,0,352,1050,1050,1225,1125,1,0,0,0,0,4
585780,-212,56,-12,352,1050,1050,1225,1125,1,0,0,0,0,4
585800,-218,56,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
585820,-225,56,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
585840,-237,56,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
585860,-243,50,-12,352,1050,1050,1225,1125,1,0,0,0,0,4
585880,-250,43,-6,352,1050,1050,1225,1125,1,0,0,0,0,4
585900,-250,37,-6,352,1050,1050,1225,1125,1,0,0,0,0,4
585920,-256,31,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
585940,-262,31,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
585960,-268,18,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
585980,-268,12,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
586000,-275,6,-37,352,1050,1050,1075,1125,1,0,0,0,0,4
586020,-275,0,-18,352,1050,1050,1075,1125,1,0,0,0,0,4
586040,-275,-6,-12,352,1050,1050,1075,1125,1,0,0,0,0,4
586060,-281,-12,-18,352,1050,1050,1075,1125,1,0,0,0,0,4
586080,-281,-18,-31,352,1050,1050,1075,1125,1,0,0,0,0,4
586100,-287,-25,-50,352,1050,1050,1075,1125,1,0,0,0,0,4
586120,-287,-25,-62,352,1050,1050,1075,1125,1,0,0,0,0,4
586140,-287,-37,-62,352,1050,1050,1075,1125,1,0,0,0,0,4
586160,-293,-37,-56,352,1050,1050,1075,1125,1,0,0,0,0,4
586180,-293,-50,-37,352,1050,1050,1075,1125,1,0,0,0,0,4
586200,-293,-50,-37,352,1050,1050,1075,1125,1,0,0,0,0,4
586220,-293,-56,-31,352,1050,1050,1075,1125,1,0,0,0,0,4
586240,-293,-56,-43,352,1050,1050,1075,1125,1,0,0,0,0,4
586260,-293,-50,-62,352,1050,1050,1075,1125,1,0,0,0,0,4
586280,-287,-56,-75,352,1050,1050,1075,1125,1,0,0,0,0,4
586300,-287,-56,-81,352,1050,1050,1075,1125,1,0,0,0,0,4
586320,-287,-50,-87,352,1050,1050,1075,1125,1,0,0,0,0,4
586340,-287,-56,-81,352,1050,1050,1075,1125,1,0,0,0,0,4
586360,-293,-56,-62,352,1050,1050,1075,1125,1,0,0,0,0,4
586380,-293,-56,-37,352,1050,1050,1075,1125,1,0,0,0,0,4
586400,-293,-62,-25,352,1050,1050,1075,1125,1,0,0,0,0,4
586420,-293,-62,-25,352,1050,1050,1075,1125,1,0,0,0,0,4
586440,-300,-56,-31,352,1050,1050,1075,1125,1,0,0,0,0,4
586460,-300,-56,-56,352,1050,1050,1075,1125,1,0,0,0,0,4
586480,-306,-56,-68,352,1050,1050,1075,1125,1,0,0,0,0,4
586500,-306,-56,-81,352,1050,1050,1075,1125,1,0,0,0,0,4
586520,-306,-50,-81,352,1050,1050,1225,1125,1,0,0,0,0,4
586540,-312,-50,-68,352,1050,1050,1225,1125,1,0,0,0,0,4
586560,-312,-50,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
586580,-312,-50,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
586600,-312,-50,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
586620,-306,-50,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
586640,-300,-56,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
586660,-293,-56,-62,352,1050,1050,1225,1125,1,0,0,0,0,4
586680,-281,-56,-68,352,1050,1050,1225,1125,1,0,0,0,0,4
586700,-281,-56,-68,352,1050,1050,1225,1125,1,0,0,0,0,4
586720,-275,-62,-68,352,1050,1050,1225,1125,1,0,0,0,0,4
586740,-268,-62,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
586760,-262,-62,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
586780,-256,-68,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
586800,-250,-68,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
586820,-243,-75,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
586840,-237,-75,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
586860,-231,-75,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
586880,-231,-75,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
586900,-225,-75,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
586920,-218,-81,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
586940,-218,-81,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
586960,-218,-81,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
586980,-225,-81,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
587000,-225,-81,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
587020,-225,-81,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587040,-231,-81,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587060,-243,-81,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
587080,-250,-75,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587100,-256,-75,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587120,-268,-68,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587140,-281,-68,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587160,-293,-62,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587180,-306,-56,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
587200,-312,-56,-75,352,1050,1050,1025,1125,1,0,0,0,0,4
587220,-325,-50,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
587240,-337,-43,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
587260,-350,-37,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587280,-356,-37,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587300,-356,-31,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
587320,-362,-31,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587340,-356,-25,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
587360,-356,-18,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
587380,-356,-18,-75,352,1050,1050,1025,1125,1,0,0,0,0,4
587400,-350,-18,-75,352,1050,1050,1025,1125,1,0,0,0,0,4
587420,-343,-12,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
587440,-337,-12,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
587460,-337,-12,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
587480,-325,-12,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
587500,-318,-12,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
587520,-312,-12,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
587540,-300,-12,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
587560,-287,-12,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
587580,-281,-18,-62,352,1050,1050,1225,1125,1,0,0,0,0,4
587600,-268,-18,-68,352,1050,1050,1225,1125,1,0,0,0,0,4
587620,-262,-18,-62,352,1050,1050,1225,1125,1,0,0,0,0,4
587640,-256,-18,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
587660,-250,-25,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
587680,-243,-31,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
587700,-237,-31,-18,352,1050,1050,1225,1125,1,0,0,0,0,4
587720,-231,-31,-25,352,1050,1050,1225,1125,1,0,0,0,0,4
587740,-225,-37,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
587760,-218,-37,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
587780,-212,-43,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
587800,-212,-43,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
587820,-206,-50,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
587840,-206,-50,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
587860,-206,-56,-43,352,1050,1050,1225,1125,1,0,0,0,0,4
587880,-206,-56,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
587900,-206,-62,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
587920,-206,-62,-31,352,1050,1050,1225,1125,1,0,0,0,0,4
587940,-206,-68,-37,352,1050,1050,1225,1125,1,0,0,0,0,4
587960,-212,-68,-50,352,1050,1050,1225,1125,1,0,0,0,0,4
587980,-212,-68,-56,352,1050,1050,1225,1125,1,0,0,0,0,4
588000,-218,-75,-62,352,1050,1050,1225,1125,1,0,0,0,0,4
588020,-218,-75,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
588040,-218,-75,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
588060,-225,-81,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588080,-225,-75,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
588100,-225,-81,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
588120,-225,-75,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588140,-231,-75,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
588160,-231,-75,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
588180,-231,-68,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
588200,-237,-62,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
588220,-237,-56,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
588240,-243,-50,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588260,-243,-50,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
588280,-243,-37,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588300,-237,-31,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588320,-237,-18,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
588340,-237,-6,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
588360,-237,0,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
588380,-231,12,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
588400,-231,18,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
588420,-231,31,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
588440,-231,37,-25,352,1050,1050,1025,1125,1,0,0,0,0,4
588460,-231,50,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
588480,-231,56,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
588500,-225,62,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
588520,-231,68,-31,352,1050,1050,1175,1125,1,0,0,0,0,4
588540,-231,75,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
588560,-231,81,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
588580,-237,87,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
588600,-243,87,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
588620,-250,87,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
588640,-256,87,-25,352,1050,1050,1175,1125,1,0,0,0,0,4
588660,-262,87,-18,352,1050,1050,1175,1125,1,0,0,0,0,4
588680,-268,81,-12,352,1050,1050,1175,1125,1,0,0,0,0,4
588700,-281,81,-25,352,1050,1050,1175,1125,1,0,0,0,0,4
588720,-287,75,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
588740,-293,68,-50,352,1050,1050,1175,1125,1,0,0,0,0,4
588760,-300,56,-62,352,1050,1050,1175,1125,1,0,0,0,0,4
588780,-312,43,-75,352,1050,1050,1175,1125,1,0,0,0,0,4
588800,-318,37,-68,352,1050,1050,1175,1125,1,0,0,0,0,4
588820,-331,25,-56,352,1050,1050,1175,1125,1,0,0,0,0,4
588840,-337,12,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
588860,-343,0,-31,352,1050,1050,1175,1125,1,0,0,0,0,4
588880,-350,-12,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
588900,-356,-25,-56,352,1050,1050,1175,1125,1,0,0,0,0,4
588920,-356,-31,-87,352,1050,1050,1175,1125,1,0,0,0,0,4
588940,-362,-43,-112,352,1050,1050,1175,1125,1,0,0,0,0,4
588960,-356,-56,-125,352,1050,1050,1175,1125,1,0,0,0,0,4
588980,-356,-68,-131,352,1050,1050,1175,1125,1,0,0,0,0,4
589000,-362,-81,-125,352,1050,1050,1175,1125,1,0,0,0,0,4
589020,-362,-93,-106,352,1050,1050,1175,1125,1,0,0,0,0,4
589040,-362,-106,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589060,-362,-118,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
589080,-362,-125,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
589100,-356,-131,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589120,-356,-131,-93,352,1050,1050,1025,1125,1,0,0,0,0,4
589140,-350,-137,-112,352,1050,1050,1025,1125,1,0,0,0,0,4
589160,-343,-137,-131,352,1050,1050,1025,1125,1,0,0,0,0,4
589180,-337,-143,-131,352,1050,1050,1025,1125,1,0,0,0,0,4
589200,-337,-137,-125,352,1050,1050,1025,1125,1,0,0,0,0,4
589220,-337,-143,-106,352,1050,1050,1025,1125,1,0,0,0,0,4
589240,-337,-143,-93,352,1050,1050,1025,1125,1,0,0,0,0,4
589260,-331,-143,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589280,-331,-137,-75,352,1050,1050,1025,1125,1,0,0,0,0,4
589300,-325,-137,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589320,-312,-131,-87,352,1050,1050,1025,1125,1,0,0,0,0,4
589340,-306,-125,-100,352,1050,1050,1025,1125,1,0,0,0,0,4
589360,-300,-118,-106,352,1050,1050,1025,1125,1,0,0,0,0,4
589380,-293,-112,-106,352,1050,1050,1025,1125,1,0,0,0,0,4
589400,-287,-106,-93,352,1050,1050,1025,1125,1,0,0,0,0,4
589420,-275,-100,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589440,-268,-87,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589460,-262,-81,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
589480,-256,-75,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
589500,-250,-68,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589520,-243,-56,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589540,-237,-50,-87,352,1050,1050,1025,1125,1,0,0,0,0,4
589560,-231,-43,-81,352,1050,1050,1025,1125,1,0,0,0,0,4
589580,-237,-37,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
589600,-237,-31,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
589620,-237,-25,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
589640,-237,-18,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
589660,-243,-12,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
589680,-243,-6,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
589700,-250,0,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589720,-250,6,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589740,-256,12,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589760,-256,18,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
589780,-256,18,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
589800,-262,18,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
589820,-262,25,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
589840,-256,25,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
589860,-256,25,-50,352,1050,1050,1025,1125,1,0,0,0,0,4
589880,-250,25,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
589900,-243,25,-68,352,1050,1050,1025,1125,1,0,0,0,0,4
589920,-237,25,-62,352,1050,1050,1025,1125,1,0,0,0,0,4
589940,-231,18,-56,352,1050,1050,1025,1125,1,0,0,0,0,4
589960,-218,12,-43,352,1050,1050,1025,1125,1,0,0,0,0,4
589980,-212,12,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
590000,-206,6,-31,352,1050,1050,1025,1125,1,0,0,0,0,4
590020,-200,0,-37,352,1050,1050,1025,1125,1,0,0,0,0,4
590040,-193,-6,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
590060,-187,-12,-56,352,1050,1050,1175,1125,1,0,0,0,0,4
590080,-187,-18,-68,352,1050,1050,1175,1125,1,0,0,0,0,4
590100,-187,-25,-75,352,1050,1050,1175,1125,1,0,0,0,0,4
590120,-187,-31,-68,352,1050,1050,1175,1125,1,0,0,0,0,4
590140,-193,-43,-56,352,1050,1050,1175,1125,1,0,0,0,0,4
590160,-200,-50,-43,352,1050,1050,1175,1125,1,0,0,0,0,4
590180,-206,-56,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
590200,-212,-62,-37,352,1050,1050,1175,1125,1,0,0,0,0,4
590220,-218,-68,-56,352,1050,1050,1175,1125,1,0,0,0,0,4
590240,-231,-81,-75,352,1050,1050,1175,1125,1,0,0,0,0,4
590260,-237,-87,-87,352,1050,1050,1175,1125,1,0,0,0,0,4
590280,-250,-93,-100,352,1050,1050,1175,1125,1,0,0,0,0,4
590300,-256,-100,-93,352,1050,1050,1175,1125,1,0,0,0,0,4
590320,-262,-100,-87,352,1050,1050,1175,1125,1,0,0,0,0,4
590340,-268,-106,-75,352,1050,1050,1175,1125,1,0,0,0,0,4
590360,-281,-106,-62,352,1050,1050,1175,1125,1,0,0,0,0,4
590380,-281,-112,-68,352,1050,1050,1175,1125,1,0,0,0,0,4
590400,-287,-112,-75,352,1050,1050,1175,1125,1,0,0,0,0,4
590420,-293,-112,-93,352,1050,1050,1175,1125,1,0,0,0,0,4
590440,-293,-106,-106,352,1050,1050,1175,1125,1,0,0,0,0,4
590460,-293,-106,-112,352,1050,1050,1175,1125,1,0,0,0,0,4
590480,-293,-106,-106,352,1050,1050,1175,1125,1,0,0,0,0,4
590500,-293,-100,-93,352,1050,1050,1175,1125,1,0,0,0,0,4
590520,-293,-100,-81,352,1050,1050,1175,1125,1,0,0,0,0,4
590540,-287,-93,-68,352,1050,1050,1125,1125,1,0,0,0,0,4
590560,-287,-87,-68,352,1050,1050,1125,1125,1,0,0,0,0,4
